Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,issue_year,issue_month
3937,10000.0,10000.0,10000.0,36.0,11.99,332.1,C,C1,,,RENT,30000.0,Source Verified,n,small_business,Business,926xx,CA,20.92,0.0,Nov-1989,705.0,709.0,0.0,6.0,1.0,6777.0,52.5,10.0,w,0.0,1.0,Individual,0.0,0.0,12149.0,0.0,1.0,0.0,1.0,18.0,5372.0,64.0,0.0,2.0,1510.0,57.0,12900.0,0.0,1.0,0.0,3.0,2025.0,4454.0,28.2,0.0,0.0,159.0,313.0,17.0,17.0,0.0,53.0,17.0,0.0,2.0,4.0,2.0,3.0,3.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,21300.0,12149.0,6200.0,8400.0,N,Cash,N,2015,12
7321,12000.0,12000.0,12000.0,36.0,6.24,366.37,A,A2,Buyer ,2.0,MORTGAGE,75000.0,Not Verified,n,debt_consolidation,Debt consolidation,752xx,TX,14.88,0.0,Jul-2002,820.0,824.0,0.0,8.0,0.0,481.0,5.4,20.0,w,0.0,1.0,Individual,0.0,0.0,141095.0,0.0,3.0,0.0,0.0,58.0,15967.0,35.0,0.0,0.0,0.0,40.0,8900.0,0.0,0.0,0.0,1.0,17637.0,800.0,0.0,0.0,0.0,161.0,145.0,35.0,16.0,1.0,136.0,18.0,0.0,0.0,1.0,1.0,4.0,6.0,3.0,12.0,1.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,183523.0,26453.0,800.0,45348.0,N,Cash,N,2015,12
4687,5000.0,5000.0,5000.0,36.0,13.99,170.87,C,C4,Owner/Business Principal,10.0,RENT,40000.0,Source Verified,n,small_business,Business,347xx,FL,9.71,0.0,Oct-1981,685.0,689.0,0.0,8.0,0.0,9855.0,47.4,17.0,w,0.0,1.0,Individual,0.0,0.0,9855.0,1.0,0.0,0.0,0.0,94.0,0.0,,1.0,1.0,7191.0,47.0,20800.0,0.0,0.0,0.0,1.0,1643.0,10359.0,47.4,0.0,0.0,129.0,410.0,4.0,4.0,3.0,92.0,19.0,2.0,3.0,4.0,6.0,8.0,2.0,8.0,11.0,4.0,8.0,0.0,0.0,0.0,1.0,82.4,50.0,0.0,0.0,20800.0,9855.0,19700.0,0.0,N,Cash,N,2015,12
7489,8000.0,8000.0,8000.0,36.0,11.22,262.75,B,B5,Whse supervisor,4.0,MORTGAGE,40000.0,Source Verified,n,debt_consolidation,Debt consolidation,788xx,TX,26.91,0.0,Mar-1999,670.0,674.0,1.0,13.0,0.0,17613.0,46.7,27.0,w,0.0,1.0,Individual,0.0,0.0,162664.0,1.0,1.0,0.0,1.0,23.0,3650.0,29.0,4.0,8.0,5958.0,42.0,37700.0,0.0,8.0,6.0,10.0,13555.0,9058.0,61.3,0.0,0.0,87.0,201.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,5.0,8.0,11.0,11.0,15.0,7.0,13.0,0.0,0.0,0.0,5.0,92.6,0.0,0.0,0.0,192672.0,21263.0,23400.0,12626.0,N,Cash,N,2015,12
5802,16750.0,16750.0,16525.0,60.0,16.59,412.6,D,D2,Sr. Procurement Analist,10.0,MORTGAGE,64296.0,Source Verified,n,credit_card,Credit card refinancing,335xx,FL,17.45,0.0,Jan-2001,660.0,664.0,0.0,12.0,1.0,9068.0,49.3,45.0,f,0.0,1.0,Individual,0.0,0.0,283983.0,2.0,2.0,0.0,3.0,18.0,36245.0,78.0,1.0,6.0,1189.0,70.0,18400.0,9.0,5.0,9.0,10.0,25817.0,7209.0,14.2,0.0,0.0,150.0,179.0,2.0,2.0,8.0,19.0,1.0,0.0,2.0,5.0,4.0,11.0,12.0,8.0,23.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,25.0,1.0,0.0,303896.0,45313.0,8400.0,46481.0,N,Cash,N,2015,12
825,22000.0,22000.0,22000.0,36.0,5.32,662.53,A,A1,,,MORTGAGE,110000.0,Not Verified,n,credit_card,Credit card refinancing,774xx,TX,7.21,0.0,Jul-1977,770.0,774.0,0.0,7.0,0.0,24075.0,40.9,23.0,w,0.0,1.0,Individual,0.0,0.0,106185.0,0.0,1.0,0.0,0.0,78.0,12908.0,41.0,0.0,0.0,10220.0,41.0,58800.0,0.0,1.0,0.0,0.0,15169.0,29725.0,44.7,0.0,0.0,154.0,461.0,50.0,50.0,4.0,50.0,,0.0,4.0,4.0,4.0,10.0,6.0,5.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,192804.0,36983.0,53800.0,31254.0,N,Cash,N,2015,12
7077,9800.0,9800.0,9800.0,36.0,8.38,308.82,B,B1,Instructor,10.0,OWN,50000.0,Source Verified,n,credit_card,Credit card refinancing,778xx,TX,23.09,0.0,Sep-1971,700.0,704.0,0.0,13.0,1.0,16307.0,30.8,28.0,w,0.0,1.0,Individual,0.0,1111.0,27422.0,0.0,1.0,1.0,1.0,10.0,11115.0,79.0,0.0,1.0,9403.0,41.0,53000.0,1.0,0.0,1.0,2.0,2109.0,9221.0,60.3,0.0,0.0,116.0,531.0,20.0,10.0,0.0,100.0,2.0,0.0,3.0,7.0,4.0,8.0,9.0,12.0,19.0,7.0,13.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,1.0,67000.0,27422.0,23200.0,14000.0,N,Cash,N,2015,12
4078,28000.0,28000.0,28000.0,60.0,14.85,663.92,C,C5,lead moldmaker,3.0,MORTGAGE,75000.0,Verified,n,credit_card,Credit card refinancing,490xx,MI,23.58,0.0,Nov-1994,720.0,724.0,0.0,9.0,0.0,37212.0,73.8,14.0,w,0.0,1.0,Individual,0.0,0.0,149933.0,0.0,1.0,0.0,0.0,41.0,14521.0,58.0,0.0,0.0,11508.0,69.0,50400.0,0.0,0.0,0.0,0.0,16659.0,13099.0,73.9,0.0,0.0,126.0,253.0,29.0,29.0,2.0,29.0,,0.0,6.0,7.0,6.0,6.0,3.0,7.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,207400.0,51733.0,50100.0,25000.0,N,Cash,N,2015,12
6645,21000.0,21000.0,21000.0,36.0,14.85,726.44,C,C5,General Counsel,10.0,RENT,120000.0,Not Verified,n,debt_consolidation,Debt consolidation,209xx,MD,31.99,0.0,Jun-1991,675.0,679.0,0.0,25.0,0.0,24198.0,85.5,37.0,w,0.0,1.0,Individual,0.0,0.0,178957.0,0.0,9.0,0.0,0.0,26.0,154759.0,97.0,0.0,1.0,4762.0,95.0,28300.0,0.0,0.0,1.0,1.0,7158.0,1776.0,92.7,0.0,0.0,159.0,294.0,22.0,22.0,0.0,48.0,9.0,0.0,12.0,14.0,12.0,19.0,11.0,16.0,26.0,15.0,25.0,0.0,0.0,0.0,0.0,100.0,91.7,0.0,0.0,188312.0,178957.0,24300.0,160012.0,N,Cash,N,2015,12
3367,35000.0,35000.0,34950.0,60.0,24.24,1011.77,F,F3,project manager,10.0,RENT,140000.0,Verified,n,debt_consolidation,Debt consolidation,118xx,NY,10.77,0.0,Apr-1994,680.0,684.0,1.0,21.0,0.0,68024.0,37.2,27.0,w,0.0,1.0,Individual,0.0,0.0,68184.0,3.0,0.0,0.0,0.0,,0.0,,6.0,7.0,15635.0,36.0,182800.0,0.0,0.0,1.0,7.0,3247.0,105633.0,32.0,0.0,0.0,,260.0,6.0,6.0,0.0,6.0,6.0,0.0,8.0,9.0,17.0,20.0,0.0,20.0,26.0,10.0,21.0,0.0,0.0,0.0,6.0,92.6,17.6,0.0,0.0,187398.0,68184.0,155300.0,0.0,N,Cash,N,2015,12
6074,16300.0,16300.0,16300.0,36.0,7.49,506.96,A,A4,owner,0.0,MORTGAGE,100000.0,Not Verified,n,debt_consolidation,Debt consolidation,853xx,AZ,12.02,0.0,Aug-1994,715.0,719.0,2.0,10.0,0.0,13914.0,42.4,17.0,w,0.0,1.0,Individual,0.0,0.0,151141.0,1.0,1.0,1.0,1.0,11.0,13364.0,69.0,1.0,1.0,3660.0,52.0,32800.0,1.0,0.0,5.0,3.0,15114.0,3921.0,54.9,0.0,0.0,256.0,205.0,5.0,5.0,3.0,101.0,5.0,0.0,2.0,5.0,3.0,3.0,5.0,8.0,9.0,5.0,10.0,0.0,0.0,0.0,3.0,94.1,0.0,0.0,0.0,180294.0,27278.0,8700.0,19244.0,N,Cash,N,2015,12
6024,15000.0,15000.0,15000.0,36.0,12.88,504.55,C,C2,maintenance engineer,10.0,MORTGAGE,72000.0,Verified,n,debt_consolidation,Debt consolidation,930xx,CA,21.23,0.0,Jan-2002,675.0,679.0,1.0,11.0,0.0,35243.0,99.6,22.0,w,0.0,1.0,Individual,0.0,0.0,283235.0,0.0,2.0,1.0,2.0,7.0,23343.0,86.0,1.0,2.0,5094.0,94.0,35400.0,0.0,8.0,1.0,4.0,25749.0,101.0,99.2,0.0,0.0,107.0,167.0,12.0,7.0,1.0,32.0,0.0,0.0,5.0,8.0,5.0,9.0,7.0,8.0,14.0,8.0,11.0,0.0,0.0,0.0,2.0,95.5,100.0,0.0,0.0,292441.0,58586.0,12900.0,27041.0,N,Cash,N,2015,12
3120,20000.0,20000.0,20000.0,36.0,9.17,637.58,B,B2,Owner,10.0,MORTGAGE,82000.0,Source Verified,n,debt_consolidation,Debt consolidation,630xx,MO,21.03,0.0,May-1994,715.0,719.0,1.0,10.0,0.0,31814.0,78.6,27.0,w,0.0,1.0,Individual,0.0,0.0,328874.0,1.0,1.0,1.0,1.0,7.0,36937.0,,1.0,1.0,25633.0,79.0,40500.0,1.0,5.0,2.0,2.0,32887.0,1375.0,95.6,0.0,0.0,150.0,259.0,0.0,0.0,5.0,57.0,0.0,0.0,2.0,6.0,2.0,6.0,7.0,7.0,15.0,6.0,10.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,365732.0,68751.0,31000.0,39332.0,N,Cash,N,2015,12
4194,24500.0,24500.0,24500.0,36.0,8.49,773.3,B,B1,,,MORTGAGE,83700.0,Not Verified,n,credit_card,Credit card refinancing,077xx,NJ,21.82,0.0,Apr-2001,730.0,734.0,0.0,5.0,0.0,47987.0,94.4,19.0,w,0.0,1.0,Individual,0.0,0.0,406082.0,0.0,2.0,0.0,0.0,27.0,24095.0,65.0,0.0,0.0,35712.0,73.0,50000.0,0.0,0.0,2.0,0.0,81216.0,2013.0,94.4,0.0,0.0,109.0,164.0,76.0,27.0,4.0,100.0,0.0,0.0,2.0,2.0,2.0,7.0,4.0,2.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,424718.0,72082.0,50000.0,36918.0,N,Cash,Y,2015,12
5415,5000.0,5000.0,5000.0,36.0,11.99,166.05,C,C1,busdriver,10.0,RENT,55000.0,Not Verified,n,other,Other,029xx,RI,13.94,0.0,Apr-2010,730.0,734.0,1.0,33.0,0.0,1228.0,1.2,43.0,w,0.0,1.0,Individual,0.0,0.0,14756.0,4.0,1.0,2.0,2.0,6.0,13528.0,90.0,3.0,17.0,392.0,13.0,103100.0,2.0,0.0,3.0,19.0,509.0,77766.0,1.2,0.0,0.0,68.0,46.0,3.0,3.0,0.0,5.0,3.0,0.0,5.0,8.0,16.0,22.0,4.0,32.0,39.0,8.0,33.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,118100.0,14756.0,78700.0,15000.0,N,Cash,N,2015,12
5567,3775.0,3775.0,3775.0,36.0,11.99,125.37,C,C1,Graphic Designer,2.0,RENT,17795.0,Not Verified,n,credit_card,Credit card refinancing,327xx,FL,34.01,0.0,Aug-2011,675.0,679.0,0.0,5.0,0.0,3612.0,73.7,7.0,f,0.0,1.0,Individual,0.0,0.0,34259.0,0.0,2.0,1.0,2.0,7.0,30647.0,96.0,1.0,2.0,3321.0,93.0,4900.0,1.0,1.0,3.0,4.0,6852.0,536.0,86.9,0.0,0.0,52.0,32.0,11.0,7.0,0.0,11.0,7.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,36891.0,34259.0,4100.0,31991.0,N,Cash,N,2015,12
4156,16000.0,16000.0,16000.0,36.0,7.49,497.63,A,A4,Senior Accountant,10.0,RENT,70000.0,Not Verified,n,credit_card,Credit card refinancing,089xx,NJ,12.09,0.0,Oct-1995,695.0,699.0,1.0,15.0,0.0,39852.0,44.3,35.0,w,0.0,1.0,Individual,0.0,0.0,39852.0,1.0,0.0,1.0,1.0,11.0,0.0,,2.0,4.0,16578.0,44.0,89900.0,0.0,0.0,1.0,5.0,2657.0,49248.0,44.7,0.0,0.0,109.0,242.0,4.0,4.0,0.0,4.0,0.0,0.0,12.0,12.0,14.0,26.0,2.0,15.0,33.0,12.0,15.0,0.0,0.0,0.0,3.0,100.0,28.6,0.0,0.0,89900.0,39852.0,89100.0,0.0,N,Cash,N,2015,12
775,35000.0,35000.0,35000.0,36.0,10.78,1142.22,B,B4,Supervision and Risk Coordinator,10.0,MORTGAGE,134000.0,Verified,n,debt_consolidation,,762xx,TX,23.09,0.0,Oct-1983,725.0,729.0,1.0,10.0,0.0,37482.0,88.6,15.0,w,0.0,1.0,Individual,0.0,0.0,521944.0,1.0,2.0,0.0,0.0,31.0,24960.0,54.0,1.0,1.0,12419.0,71.0,42300.0,0.0,10.0,4.0,1.0,52194.0,181.0,98.6,0.0,0.0,132.0,386.0,6.0,6.0,5.0,54.0,6.0,0.0,1.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,620168.0,96053.0,12600.0,45900.0,N,Cash,N,2015,12
1684,15000.0,15000.0,15000.0,36.0,7.91,469.43,A,A5,Crane Operator,10.0,MORTGAGE,95000.0,Verified,n,debt_consolidation,Debt consolidation,801xx,CO,23.04,0.0,Aug-2000,725.0,729.0,0.0,10.0,0.0,25212.0,74.0,23.0,w,0.0,1.0,Individual,0.0,0.0,439143.0,2.0,2.0,2.0,2.0,5.0,40664.0,86.0,0.0,1.0,8991.0,74.0,33900.0,0.0,0.0,3.0,4.0,43914.0,6933.0,94.0,0.0,0.0,162.0,184.0,23.0,4.0,3.0,44.0,4.0,0.0,3.0,6.0,5.0,5.0,8.0,6.0,12.0,5.0,10.0,,0.0,0.0,3.0,100.0,100.0,0.0,0.0,473243.0,65876.0,20800.0,47276.0,N,Cash,N,2015,12
2899,15000.0,15000.0,15000.0,36.0,10.78,489.52,B,B4,,,MORTGAGE,45000.0,Verified,n,credit_card,Credit card refinancing,320xx,FL,17.28,0.0,Sep-2002,720.0,724.0,0.0,8.0,0.0,14579.0,40.3,20.0,w,0.0,1.0,Individual,0.0,0.0,167376.0,1.0,1.0,1.0,1.0,9.0,13282.0,90.0,1.0,2.0,6184.0,55.0,36200.0,1.0,0.0,1.0,3.0,20922.0,20621.0,41.4,0.0,0.0,118.0,159.0,3.0,3.0,2.0,3.0,10.0,0.0,4.0,4.0,5.0,10.0,4.0,6.0,14.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,214919.0,27861.0,35200.0,14719.0,N,Cash,N,2015,12
1231,11000.0,11000.0,11000.0,36.0,5.32,331.27,A,A1,Personal Trainer,4.0,RENT,50000.0,Not Verified,n,credit_card,Credit card refinancing,925xx,CA,16.32,0.0,Sep-2007,690.0,694.0,0.0,7.0,0.0,12911.0,52.9,10.0,w,0.0,1.0,Individual,0.0,0.0,29065.0,1.0,1.0,0.0,0.0,28.0,16154.0,70.0,1.0,2.0,5438.0,61.0,24400.0,0.0,0.0,0.0,2.0,4152.0,5589.0,69.8,0.0,0.0,31.0,99.0,6.0,6.0,0.0,24.0,,0.0,3.0,3.0,3.0,4.0,2.0,6.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,47595.0,29065.0,18500.0,23195.0,N,Cash,N,2015,12
2474,35000.0,35000.0,35000.0,36.0,7.49,1088.56,A,A4,Faculty,0.0,MORTGAGE,150000.0,Source Verified,n,credit_card,Credit card refinancing,782xx,TX,23.34,0.0,Nov-1983,720.0,724.0,0.0,24.0,0.0,38610.0,43.0,51.0,w,0.0,1.0,Individual,0.0,0.0,366425.0,1.0,3.0,0.0,0.0,66.0,10687.0,104.0,1.0,3.0,19769.0,43.0,89450.0,0.0,1.0,2.0,4.0,16655.0,6191.0,56.0,0.0,0.0,179.0,385.0,11.0,2.0,2.0,11.0,8.0,0.0,11.0,16.0,25.0,25.0,8.0,16.0,39.0,9.0,22.0,,0.0,0.0,2.0,100.0,36.4,0.0,0.0,434718.0,99743.0,68100.0,10300.0,N,Cash,N,2015,12
5447,15000.0,15000.0,15000.0,36.0,13.99,512.6,C,C4,Application architect,10.0,RENT,150000.0,Source Verified,n,small_business,Business,070xx,NJ,17.97,0.0,May-1997,700.0,704.0,1.0,8.0,0.0,30599.0,88.2,19.0,w,0.0,1.0,Individual,0.0,0.0,70721.0,2.0,4.0,2.0,2.0,6.0,40122.0,64.0,0.0,0.0,14475.0,73.0,34700.0,0.0,6.0,1.0,2.0,8840.0,4081.0,87.9,0.0,0.0,125.0,223.0,41.0,6.0,0.0,52.0,6.0,0.0,3.0,4.0,3.0,7.0,8.0,4.0,11.0,4.0,8.0,0.0,0.0,0.0,2.0,94.7,100.0,0.0,0.0,97300.0,70721.0,33700.0,62600.0,N,Cash,N,2015,12
8472,12000.0,12000.0,12000.0,60.0,10.64,258.76,B,B4,Plant operator,10.0,RENT,56000.0,Not Verified,n,debt_consolidation,Debt consolidation,158xx,PA,31.76,0.0,Oct-1989,700.0,704.0,0.0,7.0,0.0,24847.0,98.2,17.0,w,0.0,1.0,Individual,0.0,0.0,54408.0,0.0,3.0,0.0,2.0,20.0,29561.0,65.0,0.0,0.0,8557.0,77.0,25300.0,0.0,2.0,0.0,2.0,9068.0,443.0,95.1,0.0,0.0,187.0,314.0,40.0,20.0,0.0,83.0,,0.0,1.0,3.0,1.0,1.0,10.0,4.0,7.0,3.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,70818.0,54408.0,9000.0,45518.0,N,Cash,Y,2015,12
3625,35000.0,35000.0,35000.0,36.0,11.99,1162.34,C,C1,Nurse,8.0,RENT,115000.0,Source Verified,n,credit_card,Credit card refinancing,943xx,CA,18.75,0.0,Apr-1999,690.0,694.0,0.0,11.0,0.0,20382.0,75.8,37.0,w,0.0,1.0,Individual,0.0,0.0,111764.0,0.0,4.0,1.0,2.0,8.0,91382.0,47.0,1.0,2.0,9750.0,61.0,26900.0,0.0,0.0,1.0,4.0,11176.0,2018.0,91.0,0.0,0.0,200.0,132.0,8.0,8.0,4.0,8.0,9.0,2.0,5.0,5.0,5.0,8.0,21.0,6.0,12.0,5.0,10.0,0.0,0.0,0.0,2.0,94.1,100.0,0.0,0.0,161275.0,111764.0,22400.0,134375.0,N,Cash,N,2015,12
7305,16000.0,16000.0,16000.0,36.0,6.24,488.5,A,A2,ASL instructor ,9.0,MORTGAGE,75000.0,Not Verified,n,home_improvement,Home improvement,927xx,CA,21.53,0.0,Nov-1996,755.0,759.0,0.0,17.0,0.0,47158.0,21.8,28.0,w,0.0,1.0,Individual,0.0,0.0,254500.0,0.0,2.0,1.0,3.0,7.0,37983.0,88.0,0.0,1.0,8620.0,50.0,121600.0,1.0,2.0,1.0,4.0,14971.0,35889.0,25.5,0.0,0.0,147.0,229.0,15.0,7.0,1.0,25.0,7.0,0.0,3.0,4.0,9.0,10.0,9.0,14.0,18.0,4.0,17.0,0.0,0.0,0.0,1.0,100.0,11.1,0.0,0.0,351300.0,85141.0,48200.0,43142.0,N,Cash,N,2015,12
6647,18050.0,18050.0,18000.0,60.0,24.24,521.78,F,F3,Quality Control,10.0,RENT,50000.0,Not Verified,n,debt_consolidation,Debt consolidation,376xx,TN,34.49,0.0,Apr-2004,700.0,704.0,3.0,14.0,1.0,7701.0,49.7,24.0,w,0.0,1.0,Individual,0.0,0.0,52446.0,6.0,6.0,6.0,10.0,3.0,44745.0,89.0,4.0,5.0,3702.0,80.0,15500.0,3.0,0.0,5.0,15.0,3746.0,5699.0,57.5,0.0,0.0,129.0,140.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,5.0,5.0,7.0,14.0,8.0,10.0,5.0,14.0,0.0,0.0,0.0,10.0,100.0,20.0,0.0,1.0,65895.0,52446.0,13400.0,50395.0,N,Cash,N,2015,12
6897,6025.0,6025.0,6025.0,36.0,11.48,198.63,B,B5,lpn,10.0,RENT,65000.0,Source Verified,n,debt_consolidation,Debt consolidation,015xx,MA,14.6,0.0,Oct-2010,685.0,689.0,0.0,7.0,1.0,4965.0,54.6,19.0,w,0.0,1.0,Individual,0.0,0.0,24669.0,0.0,2.0,0.0,0.0,32.0,19704.0,72.0,1.0,4.0,0.0,67.0,9100.0,2.0,1.0,0.0,4.0,3524.0,900.0,0.0,0.0,0.0,62.0,52.0,9.0,9.0,0.0,52.0,13.0,0.0,0.0,2.0,1.0,1.0,7.0,5.0,12.0,2.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,36656.0,24669.0,900.0,27556.0,N,Cash,N,2015,12
3074,9600.0,9600.0,9600.0,36.0,9.8,308.87,B,B3,Technical Support,10.0,MORTGAGE,54000.0,Not Verified,n,debt_consolidation,Debt consolidation,232xx,VA,11.61,0.0,Oct-1988,690.0,694.0,0.0,11.0,0.0,15087.0,48.0,19.0,w,0.0,1.0,Individual,0.0,0.0,107123.0,0.0,0.0,0.0,0.0,59.0,0.0,,1.0,2.0,3014.0,48.0,31400.0,0.0,0.0,2.0,3.0,9738.0,4658.0,66.2,0.0,0.0,131.0,326.0,9.0,9.0,2.0,93.0,9.0,0.0,5.0,9.0,5.0,7.0,3.0,9.0,13.0,9.0,11.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,128728.0,16175.0,13800.0,0.0,N,Cash,N,2015,12
1715,15000.0,15000.0,15000.0,36.0,6.99,463.09,A,A3,Assessment Specialist,3.0,MORTGAGE,80000.0,Source Verified,n,debt_consolidation,Debt consolidation,190xx,PA,6.96,0.0,May-1994,725.0,729.0,3.0,7.0,0.0,26532.0,35.3,13.0,w,0.0,1.0,Individual,0.0,0.0,297285.0,2.0,0.0,0.0,0.0,56.0,0.0,,3.0,3.0,11017.0,35.0,75100.0,1.0,0.0,3.0,4.0,42469.0,48568.0,35.3,0.0,0.0,125.0,259.0,4.0,4.0,2.0,4.0,1.0,0.0,6.0,6.0,6.0,9.0,2.0,6.0,9.0,6.0,7.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,350900.0,26532.0,75100.0,0.0,N,Cash,N,2015,12
4971,18000.0,18000.0,18000.0,36.0,11.99,597.78,C,C1,Rtcass Technician / CDI,3.0,MORTGAGE,45000.0,Not Verified,n,debt_consolidation,Debt consolidation,285xx,NC,21.21,0.0,Aug-2012,695.0,699.0,1.0,10.0,0.0,6438.0,43.8,13.0,w,0.0,1.0,Individual,0.0,0.0,187487.0,3.0,2.0,0.0,3.0,13.0,21386.0,72.0,2.0,4.0,2513.0,63.0,14700.0,5.0,7.0,6.0,8.0,18749.0,987.0,71.8,0.0,0.0,27.0,40.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,4.0,1.0,1.0,4.0,7.0,8.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,204673.0,27824.0,3500.0,29598.0,N,Cash,N,2015,12
7292,7000.0,7000.0,7000.0,36.0,6.89,215.79,A,A3,Avcountant,2.0,RENT,67024.0,Source Verified,n,credit_card,Credit card refinancing,549xx,WI,25.17,0.0,Oct-2003,695.0,699.0,0.0,12.0,0.0,46515.0,73.1,34.0,w,0.0,1.0,Individual,0.0,0.0,186822.0,0.0,3.0,1.0,1.0,7.0,59254.0,87.0,1.0,2.0,21984.0,77.0,63600.0,1.0,3.0,9.0,3.0,16984.0,16285.0,74.1,0.0,0.0,146.0,146.0,11.0,7.0,1.0,11.0,7.0,0.0,4.0,4.0,6.0,18.0,9.0,8.0,24.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,217876.0,105769.0,62800.0,66276.0,N,Cash,N,2015,12
3901,28000.0,28000.0,28000.0,36.0,7.49,870.85,A,A4,Systems Manager,10.0,OWN,124000.0,Source Verified,n,credit_card,Credit card refinancing,799xx,TX,8.48,1.0,Dec-1994,695.0,699.0,0.0,17.0,0.0,34584.0,30.5,33.0,f,0.0,1.0,Individual,0.0,0.0,98948.0,0.0,1.0,0.0,0.0,31.0,4218.0,42.0,2.0,4.0,11030.0,31.0,113500.0,0.0,1.0,0.0,4.0,5820.0,59793.0,35.1,0.0,0.0,105.0,252.0,7.0,7.0,2.0,7.0,,0.0,8.0,10.0,9.0,17.0,2.0,15.0,29.0,10.0,17.0,0.0,0.0,0.0,2.0,97.0,33.3,0.0,0.0,212578.0,38802.0,92200.0,10078.0,N,Cash,N,2015,12
3207,16000.0,16000.0,16000.0,36.0,14.85,553.48,C,C5,HR,4.0,MORTGAGE,81500.0,Verified,n,credit_card,,804xx,CO,29.24,0.0,Jun-2003,690.0,694.0,0.0,10.0,0.0,35422.0,91.1,31.0,w,0.0,1.0,Individual,0.0,0.0,401387.0,1.0,3.0,1.0,3.0,8.0,45109.0,82.0,2.0,2.0,17801.0,86.0,38900.0,0.0,4.0,0.0,5.0,44599.0,3069.0,90.4,0.0,0.0,149.0,146.0,4.0,4.0,2.0,4.0,,0.0,3.0,4.0,4.0,14.0,11.0,6.0,18.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,429426.0,80531.0,31900.0,54826.0,N,Cash,N,2015,12
